datetime,game_length,game_result,time_per_game,training_steps
2025-11-11 22:08:19,33,B+1.0,11.12,0
2025-11-11 22:08:29,30,W+1.0,10.4789,0
2025-11-11 22:08:41,35,B+1.0,10.8938,0
2025-11-11 22:08:58,48,W+1.0,12.4719,0
2025-11-11 22:09:12,40,W+1.0,12.8016,0
2025-11-11 22:09:33,57,B+1.0,14.1977,0
2025-11-11 22:09:46,37,B+1.0,13.9994,0
2025-11-11 22:09:53,21,B+1.0,13.0834,0
2025-11-11 22:10:11,52,W+1.0,13.7066,0
2025-11-11 22:10:20,25,B+1.0,13.1609,0
2025-11-11 22:10:30,31,B+1.0,12.9202,0
2025-11-11 22:10:43,39,B+1.0,12.882,0
2025-11-11 22:10:57,41,B+1.0,13.004,0
2025-11-11 22:11:04,23,B+1.0,12.5829,0
2025-11-11 22:11:14,30,W+1.0,12.4257,0
2025-11-11 22:11:30,44,W+1.0,12.642,0
2025-11-11 22:11:46,43,B+1.0,12.7911,0
2025-11-11 22:11:58,37,B+1.0,12.7614,0
2025-11-11 22:12:11,39,B+1.0,12.8002,0
2025-11-11 22:12:23,35,B+1.0,12.764,0
2025-11-11 22:12:35,35,B+1.0,12.7145,0
2025-11-11 22:12:44,27,B+1.0,12.5421,0
2025-11-11 22:12:52,25,B+1.0,12.3437,0
2025-11-11 22:13:03,31,B+1.0,12.2719,0
2025-11-11 22:13:11,26,W+1.0,12.1178,0
2025-11-11 22:13:24,37,B+1.0,12.1352,0
2025-11-11 22:13:43,54,W+1.0,12.4042,0
2025-11-11 22:13:59,49,B+1.0,12.5406,0
2025-11-11 22:14:21,58,W+1.0,12.865,0
2025-11-11 22:14:30,27,B+1.0,12.7235,0
2025-11-11 22:14:39,29,B+1.0,12.6116,0
2025-11-11 22:14:51,35,B+1.0,12.5933,0
2025-11-11 22:15:05,38,W+1.0,12.6183,0
2025-11-11 22:15:16,32,W+1.0,12.5717,0
2025-11-11 22:15:34,54,W+1.0,12.743,0
2025-11-11 22:15:47,38,W+1.0,12.7465,0
2025-11-11 22:16:02,42,W+1.0,12.8002,0
2025-11-11 22:16:07,16,W+1.0,12.5904,0
2025-11-11 22:16:16,31,B+1.0,12.519,0
2025-11-11 22:16:28,32,W+1.0,12.4881,0
2025-11-11 22:16:37,30,W+1.0,12.413,0
2025-11-11 22:16:41,15,B+1.0,12.223,0
2025-11-11 22:16:57,44,W+1.0,12.2881,0
2025-11-11 22:17:07,31,B+1.0,12.2456,0
2025-11-11 22:17:16,27,B+1.0,12.1727,0
2025-11-11 22:17:23,21,B+1.0,12.0605,0
2025-11-11 22:17:40,48,W+1.0,12.1646,0
2025-11-11 22:17:52,37,B+1.0,12.1725,0
2025-11-11 22:18:04,35,B+1.0,12.1582,0
2025-11-11 22:18:18,40,W+1.0,12.1949,0
2025-11-11 22:18:33,42,W+1.0,12.2478,0
2025-11-11 22:18:45,36,W+1.0,12.2445,0
2025-11-11 22:18:55,29,B+1.0,12.2038,0
2025-11-11 22:19:10,41,B+1.0,12.2524,0
2025-11-11 22:19:23,37,B+1.0,12.2633,0
2025-11-11 22:19:33,30,W+1.0,12.2214,0
2025-11-11 22:19:47,42,W+1.0,12.2689,0
2025-11-11 22:20:00,39,B+1.0,12.2811,0
2025-11-11 22:20:06,20,W+1.0,12.1739,0
2025-11-11 22:20:21,45,B+1.0,12.2209,0
2025-11-11 22:20:32,33,B+1.0,12.2026,0
2025-11-11 22:20:44,35,B+1.0,12.1987,0
