datetime,game_length,game_result,time_per_game,training_steps
2025-11-11 22:08:18,36,W+1.0,9.0032,0
2025-11-11 22:08:23,26,W+1.0,7.3983,0
2025-11-11 22:08:29,23,B+1.0,6.7563,0
2025-11-11 22:08:36,33,B+1.0,6.9214,0
2025-11-11 22:08:42,26,W+1.0,6.6335,0
2025-11-11 22:08:51,42,W+1.0,7.1487,0
2025-11-11 22:09:00,36,W+1.0,7.3218,0
2025-11-11 22:09:11,44,W+1.0,7.7602,0
2025-11-11 22:09:19,36,W+1.0,7.8458,0
2025-11-11 22:09:28,40,W+1.0,7.9886,0
2025-11-11 22:09:35,27,B+1.0,7.8415,0
2025-11-11 22:09:45,43,B+1.0,8.0725,0
2025-11-11 22:09:52,29,B+1.0,7.9571,0
2025-11-11 22:09:59,31,B+1.0,7.892,0
2025-11-11 22:10:07,35,B+1.0,7.8746,0
2025-11-11 22:10:17,43,B+1.0,8.0143,0
2025-11-11 22:10:25,35,B+1.0,7.9946,0
2025-11-11 22:10:29,20,W+1.0,7.8081,0
2025-11-11 22:10:37,35,B+1.0,7.8169,0
2025-11-11 22:10:45,36,W+1.0,7.8426,0
2025-11-11 22:10:51,26,W+1.0,7.7457,0
2025-11-11 22:10:58,30,W+1.0,7.7046,0
2025-11-11 22:11:07,37,B+1.0,7.7364,0
2025-11-11 22:11:19,51,B+1.0,7.9386,0
2025-11-11 22:11:24,21,B+1.0,7.8179,0
2025-11-11 22:11:35,42,W+1.0,7.9202,0
2025-11-11 22:11:41,28,W+1.0,7.8744,0
2025-11-11 22:11:51,43,B+1.0,7.9562,0
2025-11-11 22:12:03,48,W+1.0,8.0771,0
2025-11-11 22:12:08,20,W+1.0,7.965,0
2025-11-11 22:12:14,30,W+1.0,7.9302,0
2025-11-11 22:12:25,46,W+1.0,8.0232,0
2025-11-11 22:12:31,25,B+1.0,7.9498,0
2025-11-11 22:12:40,36,W+1.0,7.9681,0
2025-11-11 22:12:46,28,W+1.0,7.9147,0
2025-11-11 22:12:56,45,B+1.0,7.9952,0
2025-11-11 22:13:06,39,B+1.0,8.0297,0
2025-11-11 22:13:13,29,B+1.0,8.0088,0
2025-11-11 22:13:19,26,W+1.0,7.9592,0
2025-11-11 22:13:25,25,B+1.0,7.9102,0
