datetime,game_length,game_result,time_per_game,training_steps
2025-11-11 22:08:16,26,W+1.0,7.8699,0
2025-11-11 22:08:22,22,W+1.0,6.9181,0
2025-11-11 22:08:28,21,B+1.0,6.5452,0
2025-11-11 22:08:35,26,W+1.0,6.7167,0
2025-11-11 22:08:46,39,B+1.0,7.6128,0
2025-11-11 22:08:56,34,W+1.0,7.9672,0
2025-11-11 22:09:03,24,W+1.0,7.778,0
2025-11-11 22:09:14,38,W+1.0,8.1746,0
2025-11-11 22:09:26,40,W+1.0,8.5786,0
2025-11-11 22:09:36,37,B+1.0,8.797,0
2025-11-11 22:09:44,25,B+1.0,8.6482,0
2025-11-11 22:09:52,31,B+1.0,8.6568,0
2025-11-11 22:10:00,29,B+1.0,8.6126,0
2025-11-11 22:10:09,31,B+1.0,8.6178,0
2025-11-11 22:10:19,35,B+1.0,8.7223,0
2025-11-11 22:10:26,23,B+1.0,8.587,0
2025-11-11 22:10:31,18,W+1.0,8.3676,0
2025-11-11 22:10:41,36,W+1.0,8.4868,0
2025-11-11 22:10:50,32,W+1.0,8.5239,0
2025-11-11 22:10:59,29,B+1.0,8.5058,0
2025-11-11 22:11:08,32,W+1.0,8.5465,0
2025-11-11 22:11:13,19,B+1.0,8.4013,0
2025-11-11 22:11:23,34,W+1.0,8.466,0
2025-11-11 22:11:32,32,W+1.0,8.4958,0
2025-11-11 22:11:41,31,B+1.0,8.5042,0
2025-11-11 22:11:49,30,W+1.0,8.5004,0
2025-11-11 22:12:03,45,B+1.0,8.6775,0
2025-11-11 22:12:20,54,W+1.0,8.9682,0
2025-11-11 22:12:32,41,B+1.0,9.0727,0
2025-11-11 22:12:38,22,W+1.0,8.9747,0
2025-11-11 22:12:50,40,W+1.0,9.0782,0
2025-11-11 22:13:01,36,W+1.0,9.1288,0
2025-11-11 22:13:07,23,B+1.0,9.045,0
2025-11-11 22:13:19,42,W+1.0,9.141,0
2025-11-11 22:13:27,28,W+1.0,9.1122,0
2025-11-11 22:13:43,49,B+1.0,9.2849,0
2025-11-11 22:13:50,27,B+1.0,9.2422,0
2025-11-11 22:14:00,32,W+1.0,9.2421,0
2025-11-11 22:14:11,38,W+1.0,9.2904,0
2025-11-11 22:14:18,24,W+1.0,9.23,0
2025-11-11 22:14:24,23,B+1.0,9.1599,0
2025-11-11 22:14:33,32,W+1.0,9.1658,0
2025-11-11 22:14:43,32,W+1.0,9.1657,0
2025-11-11 22:14:51,30,W+1.0,9.151,0
2025-11-11 22:15:01,32,W+1.0,9.1623,0
2025-11-11 22:15:08,26,W+1.0,9.1227,0
2025-11-11 22:15:21,43,B+1.0,9.1976,0
2025-11-11 22:15:30,33,B+1.0,9.2061,0
2025-11-11 22:15:38,25,B+1.0,9.1703,0
2025-11-11 22:15:47,33,B+1.0,9.1771,0
2025-11-11 22:15:58,37,B+1.0,9.214,0
2025-11-11 22:16:09,35,B+1.0,9.2317,0
2025-11-11 22:16:17,29,B+1.0,9.2168,0
2025-11-11 22:16:26,32,W+1.0,9.2156,0
2025-11-11 22:16:32,23,B+1.0,9.1626,0
2025-11-11 22:16:40,26,W+1.0,9.1296,0
2025-11-11 22:16:52,42,W+1.0,9.1896,0
2025-11-11 22:17:03,38,W+1.0,9.2218,0
2025-11-11 22:17:13,34,W+1.0,9.2327,0
2025-11-11 22:17:24,36,W+1.0,9.2521,0
2025-11-11 22:17:40,53,B+1.0,9.3624,0
2025-11-11 22:17:48,31,B+1.0,9.3531,0
2025-11-11 22:17:58,33,B+1.0,9.3554,0
2025-11-11 22:18:02,15,B+1.0,9.2702,0
2025-11-11 22:18:11,31,B+1.0,9.2654,0
2025-11-11 22:18:24,46,W+1.0,9.3309,0
2025-11-11 22:18:35,37,B+1.0,9.3489,0
2025-11-11 22:18:42,25,B+1.0,9.3151,0
2025-11-11 22:18:54,39,B+1.0,9.3497,0
2025-11-11 22:19:02,28,W+1.0,9.3292,0
2025-11-11 22:19:10,31,B+1.0,9.3222,0
2025-11-11 22:19:24,45,B+1.0,9.3788,0
2025-11-11 22:19:30,23,B+1.0,9.3389,0
2025-11-11 22:19:40,34,W+1.0,9.3453,0
2025-11-11 22:19:50,36,W+1.0,9.3575,0
2025-11-11 22:20:03,43,B+1.0,9.4068,0
2025-11-11 22:20:13,34,W+1.0,9.4132,0
2025-11-11 22:20:23,33,B+1.0,9.4137,0
2025-11-11 22:20:36,46,W+1.0,9.4678,0
2025-11-11 22:20:52,51,B+1.0,9.5447,0
2025-11-11 22:21:03,36,W+1.0,9.5556,0
2025-11-11 22:21:11,28,W+1.0,9.5375,0
2025-11-11 22:21:21,37,B+1.0,9.5537,0
2025-11-11 22:21:32,35,B+1.0,9.5597,0
2025-11-11 22:21:41,32,W+1.0,9.5558,0
2025-11-11 22:21:47,22,W+1.0,9.5161,0
2025-11-11 22:21:58,37,B+1.0,9.5309,0
2025-11-11 22:22:11,43,B+1.0,9.5708,0
2025-11-11 22:22:22,39,B+1.0,9.5933,0
2025-11-11 22:22:36,47,B+1.0,9.6427,0
2025-11-11 22:22:47,36,W+1.0,9.6553,0
2025-11-11 22:22:55,27,B+1.0,9.6329,0
2025-11-11 22:23:02,25,B+1.0,9.6052,0
2025-11-11 22:23:13,37,B+1.0,9.6177,0
2025-11-11 22:23:25,42,W+1.0,9.6502,0
2025-11-11 22:23:32,24,W+1.0,9.6186,0
2025-11-11 22:23:47,50,W+1.0,9.6782,0
2025-11-11 22:23:59,40,W+1.0,9.7002,0
2025-11-11 22:24:05,21,B+1.0,9.6607,0
2025-11-11 22:24:12,25,B+1.0,9.6323,0
2025-11-11 22:24:21,32,W+1.0,9.6455,0
2025-11-11 22:24:34,44,W+1.0,9.7186,0
2025-11-11 22:24:43,30,W+1.0,9.7462,0
2025-11-11 22:24:53,35,B+1.0,9.7765,0
2025-11-11 22:25:01,29,B+1.0,9.7486,0
2025-11-11 22:25:09,27,B+1.0,9.7271,0
2025-11-11 22:25:17,27,B+1.0,9.7375,0
2025-11-11 22:25:30,44,W+1.0,9.7638,0
2025-11-11 22:25:40,35,B+1.0,9.7463,0
2025-11-11 22:25:49,29,B+1.0,9.7203,0
2025-11-11 22:25:58,31,B+1.0,9.7409,0
2025-11-11 22:26:12,49,B+1.0,9.7984,0
2025-11-11 22:26:20,27,B+1.0,9.7974,0
2025-11-11 22:26:32,40,W+1.0,9.8288,0
2025-11-11 22:26:41,30,W+1.0,9.8174,0
2025-11-11 22:26:51,35,B+1.0,9.8532,0
2025-11-11 22:27:04,42,W+1.0,9.9286,0
2025-11-11 22:27:16,41,B+1.0,9.9507,0
2025-11-11 22:27:28,38,W+1.0,9.9711,0
2025-11-11 22:27:43,51,B+1.0,10.044,0
2025-11-11 22:27:50,24,W+1.0,10.0168,0
2025-11-11 22:28:02,41,B+1.0,10.0868,0
2025-11-11 22:28:12,34,W+1.0,10.085,0
2025-11-11 22:28:26,49,B+1.0,10.1388,0
2025-11-11 22:28:38,38,W+1.0,10.1635,0
2025-11-11 22:28:43,19,B+1.0,10.1314,0
2025-11-11 22:28:47,17,B+1.0,10.0452,0
2025-11-11 22:29:00,43,B+1.0,10.0022,0
2025-11-11 22:29:13,45,B+1.0,10.0169,0
2025-11-11 22:29:25,41,B+1.0,10.0754,0
2025-11-11 22:29:33,26,W+1.0,10.0266,0
2025-11-11 22:29:40,25,B+1.0,9.989,0
2025-11-11 22:29:52,43,B+1.0,10.0528,0
2025-11-11 22:29:59,26,W+1.0,10.001,0
2025-11-11 22:30:08,30,W+1.0,10.0041,0
2025-11-11 22:30:18,35,B+1.0,9.9509,0
2025-11-11 22:30:29,37,B+1.0,9.9819,0
2025-11-11 22:30:38,34,W+1.0,9.9871,0
2025-11-11 22:30:55,53,B+1.0,10.0414,0
2025-11-11 22:31:02,26,W+1.0,10.047,0
2025-11-11 22:31:12,33,B+1.0,10.0818,0
2025-11-11 22:31:23,37,B+1.0,10.093,0
2025-11-11 22:31:32,31,B+1.0,10.0884,0
2025-11-11 22:31:46,48,W+1.0,10.1494,0
2025-11-11 22:31:58,41,B+1.0,10.1749,0
2025-11-11 22:32:08,31,B+1.0,10.193,0
2025-11-11 22:32:23,51,B+1.0,10.2197,0
2025-11-11 22:32:32,31,B+1.0,10.2142,0
2025-11-11 22:32:40,29,B+1.0,10.221,0
2025-11-11 22:32:51,39,B+1.0,10.24,0
2025-11-11 22:33:05,43,B+1.0,10.2608,0
2025-11-11 22:33:10,18,W+1.0,10.2113,0
2025-11-11 22:33:16,24,W+1.0,10.1924,0
2025-11-11 22:33:27,38,W+1.0,10.2103,0
2025-11-11 22:33:34,23,B+1.0,10.2114,0
2025-11-11 22:33:49,51,B+1.0,10.2934,0
2025-11-11 22:33:54,18,W+1.0,10.2168,0
2025-11-11 22:34:05,37,B+1.0,10.2133,0
2025-11-11 22:34:16,39,B+1.0,10.227,0
2025-11-11 22:34:22,22,W+1.0,10.1864,0
2025-11-11 22:34:34,39,B+1.0,10.1389,0
2025-11-11 22:34:43,34,W+1.0,10.1488,0
2025-11-11 22:34:54,36,W+1.0,10.1557,0
2025-11-11 22:35:06,41,B+1.0,10.2385,0
2025-11-11 22:35:16,36,W+1.0,10.2512,0
2025-11-11 22:35:22,23,B+1.0,10.1773,0
2025-11-11 22:35:31,33,B+1.0,10.1641,0
2025-11-11 22:35:43,40,W+1.0,10.2089,0
2025-11-11 22:35:50,27,B+1.0,10.1662,0
2025-11-11 22:35:56,20,W+1.0,10.1409,0
2025-11-11 22:36:02,24,W+1.0,10.1199,0
2025-11-11 22:36:07,18,W+1.0,10.0338,0
2025-11-11 22:36:16,29,B+1.0,10.0519,0
2025-11-11 22:36:28,42,W+1.0,10.0764,0
2025-11-11 22:36:41,43,B+1.0,10.1045,0
2025-11-11 22:36:49,28,W+1.0,10.0519,0
2025-11-11 22:36:56,27,B+1.0,10.0293,0
2025-11-11 22:37:04,27,B+1.0,10.0104,0
2025-11-11 22:37:16,40,W+1.0,9.9915,0
2025-11-11 22:37:27,41,B+1.0,9.9523,0
2025-11-11 22:37:36,30,W+1.0,9.9349,0
2025-11-11 22:37:51,48,W+1.0,10.0,0
2025-11-11 22:38:02,39,B+1.0,10.0048,0
2025-11-11 22:38:12,33,B+1.0,10.0019,0
2025-11-11 22:38:22,35,B+1.0,10.0122,0
2025-11-11 22:38:33,38,W+1.0,10.0622,0
2025-11-11 22:38:43,34,W+1.0,10.0513,0
2025-11-11 22:38:57,46,W+1.0,10.0621,0
2025-11-11 22:39:08,38,W+1.0,10.0546,0
2025-11-11 22:39:23,49,B+1.0,10.0618,0
2025-11-11 22:39:36,44,W+1.0,10.0891,0
2025-11-11 22:39:46,32,W+1.0,10.1066,0
2025-11-11 22:39:55,33,B+1.0,10.1312,0
2025-11-11 22:40:06,38,W+1.0,10.1358,0
2025-11-11 22:40:11,18,W+1.0,10.0579,0
2025-11-11 22:40:20,29,B+1.0,10.0752,0
2025-11-11 22:40:28,31,B+1.0,10.0094,0
2025-11-11 22:40:40,38,W+1.0,10.004,0
2025-11-11 22:40:44,17,B+1.0,9.9907,0
2025-11-11 22:40:58,45,B+1.0,10.0564,0
2025-11-11 22:41:06,29,B+1.0,10.0463,0
2025-11-11 22:41:17,38,W+1.0,10.0233,0
2025-11-11 22:41:24,27,B+1.0,10.0123,0
2025-11-11 22:41:37,42,W+1.0,10.0334,0
2025-11-11 22:41:43,23,B+1.0,10.0168,0
2025-11-11 22:41:58,48,W+1.0,10.0858,0
2025-11-11 22:42:05,26,W+1.0,10.0823,0
2025-11-11 22:42:18,44,W+1.0,10.0766,0
2025-11-11 22:42:27,32,W+1.0,10.07,0
2025-11-11 22:42:37,33,B+1.0,10.0853,0
2025-11-11 22:42:45,26,W+1.0,10.0697,0
2025-11-11 22:42:56,37,B+1.0,10.0366,0
2025-11-11 22:43:04,29,B+1.0,10.0407,0
2025-11-11 22:43:15,38,W+1.0,10.0329,0
2025-11-11 22:43:24,29,B+1.0,10.0258,0
2025-11-11 22:43:36,42,W+1.0,10.0496,0
2025-11-11 22:43:50,46,W+1.0,10.0623,0
2025-11-11 22:43:55,17,B+1.0,9.9812,0
2025-11-11 22:44:07,43,B+1.0,9.9971,0
2025-11-11 22:44:17,32,W+1.0,9.9359,0
2025-11-11 22:44:25,30,W+1.0,9.9531,0
2025-11-11 22:44:30,20,W+1.0,9.8833,0
2025-11-11 22:44:38,27,B+1.0,9.863,0
2025-11-11 22:44:50,40,W+1.0,9.8363,0
2025-11-11 22:45:04,46,W+1.0,9.8607,0
2025-11-11 22:45:15,40,W+1.0,9.9254,0
2025-11-11 22:45:26,36,W+1.0,9.9842,0
2025-11-11 22:45:31,20,W+1.0,9.9136,0
2025-11-11 22:45:40,31,B+1.0,9.8664,0
2025-11-11 22:45:51,38,W+1.0,9.8579,0
2025-11-11 22:45:57,20,W+1.0,9.8397,0
2025-11-11 22:46:06,30,W+1.0,9.8582,0
2025-11-11 22:46:16,36,W+1.0,9.8342,0
2025-11-11 22:46:34,59,B+1.0,9.9462,0
2025-11-11 22:46:40,21,B+1.0,9.9193,0
2025-11-11 22:46:50,35,B+1.0,9.9213,0
2025-11-11 22:46:57,26,W+1.0,9.8851,0
2025-11-11 22:47:05,28,W+1.0,9.8666,0
2025-11-11 22:47:18,42,W+1.0,9.8238,0
2025-11-11 22:47:26,30,W+1.0,9.8383,0
2025-11-11 22:47:37,37,B+1.0,9.847,0
2025-11-11 22:47:44,24,W+1.0,9.8096,0
2025-11-11 22:47:56,40,W+1.0,9.8407,0
2025-11-11 22:48:07,38,W+1.0,9.8053,0
2025-11-11 22:48:19,43,B+1.0,9.8095,0
2025-11-11 22:48:31,39,B+1.0,9.8366,0
2025-11-11 22:48:35,13,B+1.0,9.7182,0
2025-11-11 22:48:43,28,W+1.0,9.7079,0
2025-11-11 22:48:53,37,B+1.0,9.7318,0
2025-11-11 22:49:02,31,B+1.0,9.7077,0
2025-11-11 22:49:08,22,W+1.0,9.6362,0
2025-11-11 22:49:18,34,W+1.0,9.6834,0
2025-11-11 22:49:29,38,W+1.0,9.7297,0
2025-11-11 22:49:43,44,W+1.0,9.7519,0
2025-11-11 22:49:48,18,W+1.0,9.7377,0
2025-11-11 22:49:55,25,B+1.0,9.6532,0
2025-11-11 22:50:02,25,B+1.0,9.6783,0
2025-11-11 22:50:11,33,B+1.0,9.6652,0
2025-11-11 22:50:20,31,B+1.0,9.6405,0
2025-11-11 22:50:30,34,W+1.0,9.6761,0
2025-11-11 22:50:41,36,W+1.0,9.6698,0
2025-11-11 22:50:50,32,W+1.0,9.6662,0
2025-11-11 22:51:00,34,W+1.0,9.6616,0
2025-11-11 22:51:10,34,W+1.0,9.6372,0
2025-11-11 22:51:19,32,W+1.0,9.6265,0
2025-11-11 22:51:30,39,B+1.0,9.6817,0
2025-11-11 22:51:40,33,B+1.0,9.6868,0
2025-11-11 22:51:50,35,B+1.0,9.6745,0
2025-11-11 22:51:58,25,B+1.0,9.6717,0
