datetime,game_length,game_result,time_per_game,training_steps
2025-11-12 10:52:17,23,B+1.0,7.7196,39000
2025-11-12 10:52:28,22,W+1.0,6.7263,39000
2025-11-12 10:52:32,11,B+1.0,5.7397,39000
2025-11-12 10:52:35,9,B+1.0,5.0754,39000
2025-11-12 10:52:38,9,B+1.0,4.6353,39000
2025-11-12 10:52:41,9,B+1.0,4.3887,39000
2025-11-12 10:52:47,19,B+1.0,4.6941,39000
2025-11-12 10:52:52,13,B+1.0,4.7562,39000
2025-11-12 10:53:00,24,W+1.0,5.0748,39000
2025-11-12 10:53:04,9,B+1.0,4.943,39000
2025-11-12 10:53:08,11,B+1.0,4.8767,39000
2025-11-12 10:53:14,16,W+1.0,4.9824,39000
2025-11-12 10:53:17,9,B+1.0,4.798,39000
2025-11-12 10:53:19,9,B+1.0,4.6477,39000
2025-11-12 10:53:22,9,B+1.0,4.4858,39000
2025-11-12 10:53:24,9,B+1.0,4.32,39000
2025-11-12 10:53:28,15,B+1.0,4.3123,39000
2025-11-12 10:53:31,16,W+1.0,4.2814,39000
2025-11-12 10:53:34,9,B+1.0,4.2053,39000
2025-11-12 10:53:43,29,B+1.0,4.4358,39000
2025-11-12 10:53:51,22,W+1.0,4.5883,39000
2025-11-12 10:53:55,11,B+1.0,4.5795,39000
2025-11-12 10:54:03,20,W+1.0,4.7042,39000
2025-11-12 10:54:10,21,B+1.0,4.8033,39000
2025-11-12 10:54:15,15,B+1.0,4.8419,39000
2025-11-12 10:54:21,15,B+1.0,4.8598,39000
2025-11-12 10:54:24,11,B+1.0,4.8077,39000
2025-11-12 10:54:29,11,B+1.0,4.7885,39000
2025-11-12 10:54:33,13,B+1.0,4.779,39000
2025-11-12 10:54:37,12,W+1.0,4.7431,39000
2025-11-12 10:54:43,18,W+1.0,4.7838,39000
2025-11-12 10:54:46,9,B+1.0,4.7451,39000
2025-11-12 10:54:52,17,B+1.0,4.7878,39000
2025-11-12 10:55:03,33,B+1.0,4.9706,39000
2025-11-12 10:55:11,25,B+1.0,5.0448,39000
2025-11-12 10:55:13,9,B+1.0,4.97,39000
2025-11-12 10:55:17,11,B+1.0,4.9461,39000
