datetime,game_length,game_result,time_per_game,training_steps
2025-11-12 10:52:15,9,B+1.0,5.0722,39000
2025-11-12 10:52:19,15,B+1.0,4.4926,39000
2025-11-12 10:52:25,9,B+1.0,4.0418,39000
2025-11-12 10:52:29,9,B+1.0,3.9143,39000
2025-11-12 10:52:32,9,B+1.0,3.7601,39000
2025-11-12 10:52:42,32,W+1.0,4.7951,39000
2025-11-12 10:52:51,29,B+1.0,5.3808,39000
2025-11-12 10:52:55,9,B+1.0,5.1785,39000
2025-11-12 10:52:59,13,B+1.0,5.1355,39000
2025-11-12 10:53:03,11,B+1.0,4.9841,39000
2025-11-12 10:53:09,23,B+1.0,5.1192,39000
2025-11-12 10:53:13,9,B+1.0,4.9545,39000
2025-11-12 10:53:19,15,B+1.0,5.0699,39000
2025-11-12 10:53:22,11,B+1.0,4.909,39000
2025-11-12 10:53:26,13,B+1.0,4.8458,39000
2025-11-12 10:53:31,17,B+1.0,4.8502,39000
2025-11-12 10:53:34,9,B+1.0,4.7768,39000
2025-11-12 10:53:38,9,B+1.0,4.7075,39000
2025-11-12 10:53:43,13,B+1.0,4.7181,39000
2025-11-12 10:53:49,21,B+1.0,4.7785,39000
2025-11-12 10:53:55,22,W+1.0,4.8697,39000
2025-11-12 10:53:59,11,B+1.0,4.8078,39000
2025-11-12 10:54:02,9,B+1.0,4.7231,39000
2025-11-12 10:54:05,9,B+1.0,4.668,39000
2025-11-12 10:54:09,11,B+1.0,4.6366,39000
2025-11-12 10:54:12,11,B+1.0,4.5714,39000
2025-11-12 10:54:16,13,B+1.0,4.5659,39000
2025-11-12 10:54:22,15,B+1.0,4.6103,39000
2025-11-12 10:54:25,9,B+1.0,4.5422,39000
2025-11-12 10:54:29,15,B+1.0,4.5332,39000
2025-11-12 10:54:32,9,B+1.0,4.4746,39000
2025-11-12 10:54:35,9,B+1.0,4.4337,39000
2025-11-12 10:54:42,22,W+1.0,4.5077,39000
2025-11-12 10:54:45,9,B+1.0,4.4552,39000
2025-11-12 10:54:48,15,B+1.0,4.4328,39000
2025-11-12 10:54:52,13,B+1.0,4.4235,39000
2025-11-12 10:54:56,9,B+1.0,4.3866,39000
2025-11-12 10:55:02,17,B+1.0,4.4499,39000
2025-11-12 10:55:06,11,B+1.0,4.4297,39000
2025-11-12 10:55:09,10,W+1.0,4.4025,39000
2025-11-12 10:55:17,21,B+1.0,4.4786,39000
2025-11-12 10:55:20,9,B+1.0,4.449,39000
2025-11-12 10:55:26,23,B+1.0,4.482,39000
2025-11-12 10:55:28,9,B+1.0,4.4339,39000
2025-11-12 10:55:32,13,B+1.0,4.4124,39000
2025-11-12 10:55:36,11,B+1.0,4.4033,39000
2025-11-12 10:55:38,9,B+1.0,4.3655,39000
2025-11-12 10:55:45,24,W+1.0,4.408,39000
2025-11-12 10:55:53,24,W+1.0,4.4786,39000
2025-11-12 10:55:58,18,W+1.0,4.4912,39000
2025-11-12 10:56:02,13,B+1.0,4.4948,39000
2025-11-12 10:56:07,11,B+1.0,4.4893,39000
2025-11-12 10:56:12,13,B+1.0,4.4994,39000
2025-11-12 10:56:16,11,B+1.0,4.4883,39000
2025-11-12 10:56:19,9,B+1.0,4.4605,39000
2025-11-12 10:56:28,27,B+1.0,4.5542,39000
2025-11-12 10:56:32,11,B+1.0,4.5349,39000
2025-11-12 10:56:36,15,B+1.0,4.5341,39000
2025-11-12 10:56:41,14,W+1.0,4.5304,39000
2025-11-12 10:56:48,25,B+1.0,4.5791,39000
2025-11-12 10:56:52,11,B+1.0,4.5656,39000
2025-11-12 10:56:54,9,B+1.0,4.5335,39000
2025-11-12 10:56:58,13,B+1.0,4.5202,39000
2025-11-12 10:57:02,14,W+1.0,4.5132,39000
2025-11-12 10:57:05,9,B+1.0,4.4842,39000
2025-11-12 10:57:09,11,B+1.0,4.4763,39000
2025-11-12 10:57:12,9,B+1.0,4.454,39000
2025-11-12 10:57:15,13,B+1.0,4.4433,39000
2025-11-12 10:57:18,9,B+1.0,4.4161,39000
2025-11-12 10:57:23,14,W+1.0,4.4174,39000
2025-11-12 10:57:25,9,B+1.0,4.3915,39000
2025-11-12 10:57:27,9,B+1.0,4.3622,39000
2025-11-12 10:57:32,17,B+1.0,4.3591,39000
2025-11-12 10:57:34,9,B+1.0,4.3386,39000
2025-11-12 10:57:38,11,B+1.0,4.3342,39000
2025-11-12 10:57:44,19,B+1.0,4.3547,39000
2025-11-12 10:57:47,13,B+1.0,4.339,39000
2025-11-12 10:57:55,23,B+1.0,4.385,39000
2025-11-12 10:57:58,9,B+1.0,4.3653,39000
2025-11-12 10:58:03,13,B+1.0,4.3771,39000
2025-11-12 10:58:09,12,W+1.0,4.3851,39000
2025-11-12 10:58:12,9,B+1.0,4.3701,39000
2025-11-12 10:58:17,11,B+1.0,4.3803,39000
2025-11-12 10:58:21,13,B+1.0,4.3745,39000
2025-11-12 10:58:25,12,W+1.0,4.3704,39000
2025-11-12 10:58:36,33,B+1.0,4.4512,39000
2025-11-12 10:58:44,31,B+1.0,4.4919,39000
2025-11-12 10:58:49,16,W+1.0,4.5009,39000
2025-11-12 10:58:56,20,W+1.0,4.5197,39000
2025-11-12 10:58:58,9,B+1.0,4.5012,39000
2025-11-12 10:59:05,20,W+1.0,4.519,39000
2025-11-12 10:59:08,14,W+1.0,4.5089,39000
2025-11-12 10:59:13,17,B+1.0,4.5145,39000
2025-11-12 10:59:16,9,B+1.0,4.498,39000
2025-11-12 10:59:19,9,B+1.0,4.4808,39000
2025-11-12 10:59:22,11,B+1.0,4.4666,39000
2025-11-12 10:59:24,9,B+1.0,4.4425,39000
2025-11-12 10:59:27,9,B+1.0,4.4228,39000
2025-11-12 10:59:30,11,B+1.0,4.4134,39000
2025-11-12 10:59:37,23,B+1.0,4.4359,39000
2025-11-12 10:59:46,25,B+1.0,4.4752,39000
2025-11-12 10:59:53,13,B+1.0,4.5018,39000
2025-11-12 10:59:58,15,B+1.0,4.5268,39000
2025-11-12 11:00:06,19,B+1.0,4.5696,39000
2025-11-12 11:00:10,13,B+1.0,4.5795,39000
2025-11-12 11:00:13,9,B+1.0,4.5063,39000
2025-11-12 11:00:17,11,B+1.0,4.4569,39000
2025-11-12 11:00:24,23,B+1.0,4.4929,39000
2025-11-12 11:00:27,9,B+1.0,4.4722,39000
2025-11-12 11:00:34,25,B+1.0,4.5074,39000
2025-11-12 11:00:39,16,W+1.0,4.4908,39000
2025-11-12 11:00:42,9,B+1.0,4.4883,39000
2025-11-12 11:00:47,15,B+1.0,4.4802,39000
2025-11-12 11:00:52,13,B+1.0,4.498,39000
2025-11-12 11:00:55,10,W+1.0,4.4929,39000
2025-11-12 11:00:58,9,B+1.0,4.4734,39000
2025-11-12 11:01:01,9,B+1.0,4.4642,39000
2025-11-12 11:01:04,9,B+1.0,4.4567,39000
2025-11-12 11:01:07,11,B+1.0,4.4409,39000
2025-11-12 11:01:13,17,B+1.0,4.4355,39000
2025-11-12 11:01:20,25,B+1.0,4.4451,39000
2025-11-12 11:01:25,13,B+1.0,4.457,39000
2025-11-12 11:01:30,13,B+1.0,4.4775,39000
2025-11-12 11:01:34,14,W+1.0,4.4832,39000
2025-11-12 11:01:37,9,B+1.0,4.4768,39000
2025-11-12 11:01:40,9,B+1.0,4.4771,39000
2025-11-12 11:01:43,9,B+1.0,4.4616,39000
2025-11-12 11:01:48,15,B+1.0,4.4566,39000
2025-11-12 11:01:53,13,B+1.0,4.4753,39000
2025-11-12 11:01:55,9,B+1.0,4.4566,39000
2025-11-12 11:01:58,9,B+1.0,4.4545,39000
2025-11-12 11:02:01,11,B+1.0,4.462,39000
2025-11-12 11:02:07,15,B+1.0,4.45,39000
2025-11-12 11:02:10,9,B+1.0,4.4541,39000
2025-11-12 11:02:15,15,B+1.0,4.4679,39000
2025-11-12 11:02:18,9,B+1.0,4.4535,39000
2025-11-12 11:02:21,9,B+1.0,4.4547,39000
2025-11-12 11:02:26,15,B+1.0,4.4328,39000
2025-11-12 11:02:29,11,B+1.0,4.4308,39000
2025-11-12 11:02:36,18,W+1.0,4.4635,39000
2025-11-12 11:02:45,27,B+1.0,4.4796,39000
2025-11-12 11:02:50,12,W+1.0,4.4984,39000
2025-11-12 11:02:57,23,B+1.0,4.5107,39000
