datetime,training_steps,policy_loss,value_loss,ig_loss,learning_rate,total_games,total_samples
2025-11-12 02:16:13,8200,3.419881820678711,0.7302510738372803,0.012286346405744553,0.01,45000,948925
2025-11-12 02:16:21,8400,3.4816465377807617,0.780134916305542,0.01364164613187313,0.01,45000,948925
2025-11-12 02:16:29,8600,3.429293394088745,0.7675373554229736,0.015265957452356815,0.01,45000,948925
2025-11-12 02:16:36,8800,3.579038143157959,0.7540432214736938,0.009122738614678383,0.01,45000,948925
2025-11-12 02:16:44,9000,3.6802873611450195,0.7903550863265991,0.004159246571362019,0.01,45000,948925
2025-11-12 02:29:39,9200,3.5929369926452637,0.816564679145813,0.008254981599748135,0.01,50000,1009090
2025-11-12 02:29:48,9400,3.490847110748291,0.8786355257034302,0.013464887626469135,0.01,50000,1009090
2025-11-12 02:29:57,9600,3.406282901763916,0.7299951910972595,0.001549488166347146,0.01,50000,1009090
2025-11-12 02:30:05,9800,3.6473493576049805,0.8087846040725708,0.009073732420802116,0.01,50000,1009090
2025-11-12 02:30:14,10000,3.459139585494995,0.7474318742752075,0.01281658373773098,0.01,50000,1009090
2025-11-12 02:42:54,10200,3.4499645233154297,0.7741826772689819,0.011532921344041824,0.01,55000,1068359
2025-11-12 02:43:02,10400,3.2628254890441895,0.7405423521995544,0.016723982989788055,0.01,55000,1068359
2025-11-12 02:43:10,10600,3.4603805541992188,0.7216195464134216,0.016295358538627625,0.01,55000,1068359
2025-11-12 02:43:17,10800,3.314847946166992,0.7072672843933105,0.009487414732575417,0.01,55000,1068359
2025-11-12 02:43:25,11000,3.530082941055298,0.8085904121398926,0.009484251961112022,0.01,55000,1068359
2025-11-12 02:54:45,11200,3.4317023754119873,0.8398971557617188,0.015389105305075645,0.01,60000,1124380
2025-11-12 02:54:53,11400,3.4256534576416016,0.6981307864189148,0.016777772456407547,0.01,60000,1124380
2025-11-12 02:55:01,11600,3.3161160945892334,0.6941317319869995,0.02182495780289173,0.01,60000,1124380
2025-11-12 02:55:09,11800,3.438991069793701,0.6921482682228088,0.01510835811495781,0.01,60000,1124380
2025-11-12 02:55:17,12000,3.4197845458984375,0.6312694549560547,0.017243120819330215,0.01,60000,1124380
2025-11-12 03:06:28,12200,3.2650909423828125,0.7109885215759277,0.0163881853222847,0.01,65000,1180666
2025-11-12 03:06:36,12400,3.265131711959839,0.6077344417572021,0.0005948042962700129,0.01,65000,1180666
2025-11-12 03:06:44,12600,3.2635421752929688,0.6657381057739258,0.026306774467229843,0.01,65000,1180666
2025-11-12 03:06:52,12800,3.2580971717834473,0.7482285499572754,0.026367604732513428,0.01,65000,1180666
2025-11-12 03:07:00,13000,3.158552408218384,0.714535117149353,0.016642741858959198,0.01,65000,1180666
2025-11-12 03:17:43,13200,3.1851494312286377,0.6815870404243469,0.011935175396502018,0.01,70000,1235622
2025-11-12 03:17:51,13400,3.1476471424102783,0.670624852180481,0.020154953002929688,0.01,70000,1235622
2025-11-12 03:17:59,13600,3.2750160694122314,0.662753701210022,0.017513848841190338,0.01,70000,1235622
2025-11-12 03:18:07,13800,3.1679863929748535,0.6031879186630249,0.017969297245144844,0.01,70000,1235622
2025-11-12 03:18:14,14000,3.163538932800293,0.8175185918807983,0.002993535716086626,0.01,70000,1235622
2025-11-12 03:29:38,14200,3.2893576622009277,0.7216938734054565,0.014949901960790157,0.01,75000,1292648
2025-11-12 03:29:46,14400,3.1954400539398193,0.5953889489173889,0.022207725793123245,0.01,75000,1292648
2025-11-12 03:29:54,14600,3.3930678367614746,0.6982654333114624,0.01639533042907715,0.01,75000,1292648
2025-11-12 03:30:02,14800,3.1839756965637207,0.6946419477462769,0.022098977118730545,0.01,75000,1292648
2025-11-12 03:30:10,15000,3.29890513420105,0.7149494290351868,0.012681043706834316,0.01,75000,1292648
2025-11-12 03:42:10,15200,3.124699115753174,0.6264048218727112,0.024504734203219414,0.01,80000,1352423
2025-11-12 03:42:18,15400,3.3424134254455566,0.7617200613021851,0.012954046949744225,0.01,80000,1352423
2025-11-12 03:42:26,15600,3.00943660736084,0.7378728985786438,0.01760184019804001,0.01,80000,1352423
2025-11-12 03:42:34,15800,3.230701446533203,0.6624295711517334,0.021458646282553673,0.01,80000,1352423
2025-11-12 03:42:41,16000,3.2942028045654297,0.7145923376083374,0.013080010190606117,0.01,80000,1352423
2025-11-12 03:54:48,16200,3.093127965927124,0.7551857829093933,0.022102799266576767,0.01,85000,1413089
2025-11-12 03:54:56,16400,3.2824978828430176,0.6201619505882263,0.016300851479172707,0.01,85000,1413089
2025-11-12 03:55:04,16600,3.1125428676605225,0.6566334962844849,0.02068912610411644,0.01,85000,1413089
2025-11-12 03:55:11,16800,3.050919532775879,0.5826020240783691,0.015871070325374603,0.01,85000,1413089
2025-11-12 03:55:19,17000,3.3091704845428467,0.6965203881263733,0.023464322090148926,0.01,85000,1413089
2025-11-12 04:07:27,17200,3.1247830390930176,0.59111487865448,0.021995292976498604,0.01,90000,1473023
2025-11-12 04:07:35,17400,3.059136152267456,0.5631120204925537,0.02565070614218712,0.01,90000,1473023
2025-11-12 04:07:43,17600,3.0106239318847656,0.6629246473312378,0.014830561354756355,0.01,90000,1473023
2025-11-12 04:07:50,17800,3.1523947715759277,0.651991605758667,0.016849566251039505,0.01,90000,1473023
2025-11-12 04:07:58,18000,3.312504291534424,0.6378507614135742,0.016716547310352325,0.01,90000,1473023
2025-11-12 04:20:29,18200,3.0774176120758057,0.5711261034011841,0.023386145010590553,0.01,95000,1534550
2025-11-12 04:20:37,18400,3.08817720413208,0.5397944450378418,0.014908996410667896,0.01,95000,1534550
2025-11-12 04:20:44,18600,2.932734966278076,0.6456364393234253,0.03279072418808937,0.01,95000,1534550
2025-11-12 04:20:52,18800,3.1827149391174316,0.6424391269683838,0.02322888746857643,0.01,95000,1534550
2025-11-12 04:21:00,19000,3.1092538833618164,0.6560096144676208,0.02263464219868183,0.01,95000,1534550
2025-11-12 04:33:44,19200,3.0792675018310547,0.5717951059341431,0.03372243046760559,0.01,100000,1595970
2025-11-12 04:33:53,19400,2.9193992614746094,0.6504361033439636,0.039562493562698364,0.01,100000,1595970
2025-11-12 04:34:01,19600,2.9782681465148926,0.5670327544212341,0.024778198450803757,0.01,100000,1595970
2025-11-12 04:34:10,19800,2.8431429862976074,0.5815159678459167,0.01975933089852333,0.01,100000,1595970
2025-11-12 04:34:19,20000,2.9991037845611572,0.7123976349830627,0.020551882684230804,0.01,100000,1595970
2025-11-12 04:47:07,20200,2.8032846450805664,0.5125163793563843,0.027404233813285828,0.01,105000,1660905
2025-11-12 04:47:15,20400,3.0020751953125,0.6253507137298584,0.026529736816883087,0.01,105000,1660905
2025-11-12 04:47:23,20600,3.011356830596924,0.5752207040786743,0.032687000930309296,0.01,105000,1660905
2025-11-12 04:47:30,20800,2.784898281097412,0.5499811172485352,0.02303095906972885,0.01,105000,1660905
2025-11-12 04:47:38,21000,2.6944925785064697,0.5749269723892212,0.035129647701978683,0.01,105000,1660905
2025-11-12 05:00:42,21200,2.6833598613739014,0.4940793216228485,0.038071393966674805,0.01,110000,1725296
2025-11-12 05:00:50,21400,2.7552566528320312,0.6146477460861206,0.03233030065894127,0.01,110000,1725296
2025-11-12 05:00:58,21600,2.903296709060669,0.5266411304473877,0.03634267672896385,0.01,110000,1725296
2025-11-12 05:01:06,21800,2.777805805206299,0.5617721080780029,0.02645680122077465,0.01,110000,1725296
2025-11-12 05:01:14,22000,2.849997043609619,0.5709469318389893,0.023614412173628807,0.01,110000,1725296
2025-11-12 05:12:59,22200,2.733269691467285,0.5146775245666504,0.03363892808556557,0.01,115000,1784352
2025-11-12 05:13:07,22400,2.700946807861328,0.5789965987205505,0.029080931097269058,0.01,115000,1784352
2025-11-12 05:13:15,22600,2.722677230834961,0.49280551075935364,0.03661739453673363,0.01,115000,1784352
2025-11-12 05:13:22,22800,2.705918788909912,0.4814719557762146,0.02930554375052452,0.01,115000,1784352
2025-11-12 05:13:30,23000,2.81851863861084,0.5605665445327759,0.031093545258045197,0.01,115000,1784352
2025-11-12 05:27:26,23200,2.682724952697754,0.43071573972702026,0.02574705146253109,0.01,120000,1853497
2025-11-12 05:27:34,23400,2.638606071472168,0.4765949845314026,0.02713990956544876,0.01,120000,1853497
2025-11-12 05:27:41,23600,2.6298880577087402,0.5358323454856873,0.02642790600657463,0.01,120000,1853497
2025-11-12 05:27:49,23800,2.728510856628418,0.5360487699508667,0.033764950931072235,0.01,120000,1853497
2025-11-12 05:27:57,24000,2.7543258666992188,0.5102398991584778,0.02538653463125229,0.01,120000,1853497
2025-11-12 05:41:41,24200,2.5776596069335938,0.4521072804927826,0.02662489004433155,0.01,125000,1921658
2025-11-12 05:41:49,24400,2.5713436603546143,0.48139992356300354,0.03155029937624931,0.01,125000,1921658
2025-11-12 05:41:57,24600,2.5688669681549072,0.4167654812335968,0.042131487280130386,0.01,125000,1921658
2025-11-12 05:42:04,24800,2.535430908203125,0.5848243832588196,0.03419611603021622,0.01,125000,1921658
2025-11-12 05:42:12,25000,2.6487069129943848,0.5407187342643738,0.027098337188363075,0.01,125000,1921658
2025-11-12 05:54:55,25200,2.7510292530059814,0.4485245943069458,0.0345190092921257,0.01,130000,1984841
2025-11-12 05:55:03,25400,2.669022560119629,0.42548587918281555,0.03635551035404205,0.01,130000,1984841
2025-11-12 05:55:11,25600,2.352856159210205,0.34442609548568726,0.03356266766786575,0.01,130000,1984841
2025-11-12 05:55:19,25800,2.486602306365967,0.4443923830986023,0.02799689769744873,0.01,130000,1984841
2025-11-12 05:55:27,26000,2.7234504222869873,0.566630482673645,0.02905498817563057,0.01,130000,1984841
2025-11-12 06:08:53,26200,2.277750253677368,0.49418532848358154,0.017192870378494263,0.01,135000,2051029
2025-11-12 06:09:00,26400,2.573878526687622,0.4716060161590576,0.03197063133120537,0.01,135000,2051029
2025-11-12 06:09:08,26600,2.3776779174804688,0.440268874168396,0.027297696098685265,0.01,135000,2051029
2025-11-12 06:09:16,26800,2.6034157276153564,0.5317085385322571,0.02782348543405533,0.01,135000,2051029
2025-11-12 06:09:24,27000,2.4910199642181396,0.4595183730125427,0.0335230827331543,0.01,135000,2051029
2025-11-12 07:55:20,27200,2.879023313522339,0.6807758808135986,0.02230452373623848,0.01,105000,1669367
2025-11-12 07:55:28,27400,2.7656092643737793,0.5316938757896423,0.033221423625946045,0.01,105000,1669367
2025-11-12 07:55:36,27600,2.768688678741455,0.5499545335769653,0.026067577302455902,0.01,105000,1669367
2025-11-12 07:55:44,27800,2.820457935333252,0.5942801833152771,0.0309353806078434,0.01,105000,1669367
2025-11-12 07:55:51,28000,2.76591157913208,0.5709207057952881,0.035096168518066406,0.01,105000,1669367
2025-11-12 08:09:39,28200,2.759495258331299,0.6248457431793213,0.029450517147779465,0.01,110000,1734919
2025-11-12 08:09:47,28400,2.697789192199707,0.4967660903930664,0.023425063118338585,0.01,110000,1734919
2025-11-12 08:09:55,28600,2.688415050506592,0.49203240871429443,0.03723146766424179,0.01,110000,1734919
2025-11-12 08:10:03,28800,2.658999443054199,0.5574435591697693,0.03233665972948074,0.01,110000,1734919
2025-11-12 08:10:11,29000,2.9279558658599854,0.6043343544006348,0.024685651063919067,0.01,110000,1734919
2025-11-12 08:24:25,29200,2.5965702533721924,0.6027940511703491,0.03747434914112091,0.01,115000,1802144
2025-11-12 08:24:33,29400,2.893986701965332,0.5908345580101013,0.024538137018680573,0.01,115000,1802144
2025-11-12 08:24:41,29600,2.687657356262207,0.4975297451019287,0.03572925925254822,0.01,115000,1802144
2025-11-12 08:24:48,29800,2.688770294189453,0.5259549617767334,0.023691821843385696,0.01,115000,1802144
2025-11-12 08:24:56,30000,2.6434178352355957,0.5416415333747864,0.03040478378534317,0.01,115000,1802144
2025-11-12 08:39:50,30200,2.6754305362701416,0.5025829076766968,0.026032570749521255,0.01,120000,1875080
2025-11-12 08:39:58,30400,2.520785331726074,0.5509886741638184,0.03503485769033432,0.01,120000,1875080
2025-11-12 08:40:06,30600,2.481959819793701,0.5197881460189819,0.02778095379471779,0.01,120000,1875080
2025-11-12 08:40:13,30800,2.475623369216919,0.5105438232421875,0.026915494352579117,0.01,120000,1875080
2025-11-12 08:40:21,31000,2.607907295227051,0.47948336601257324,0.0296491589397192,0.01,120000,1875080
2025-11-12 08:55:38,31200,2.5943355560302734,0.45676714181900024,0.03190845251083374,0.01,125000,1949443
2025-11-12 08:55:46,31400,2.5739023685455322,0.4236428737640381,0.029745234176516533,0.01,125000,1949443
2025-11-12 08:55:54,31600,2.516944169998169,0.4422959089279175,0.028724713250994682,0.01,125000,1949443
2025-11-12 08:56:02,31800,2.5118024349212646,0.44475317001342773,0.023852011188864708,0.01,125000,1949443
2025-11-12 08:56:09,32000,2.6057958602905273,0.5276514887809753,0.024284932762384415,0.01,125000,1949443
2025-11-12 09:10:39,32200,2.674576997756958,0.473139226436615,0.021255819126963615,0.01,130000,2020951
2025-11-12 09:10:47,32400,2.641922950744629,0.4868614077568054,0.03183303773403168,0.01,130000,2020951
2025-11-12 09:10:54,32600,2.5891456604003906,0.5461195707321167,0.025608684867620468,0.01,130000,2020951
2025-11-12 09:11:02,32800,2.509516954421997,0.44167301058769226,0.014842216856777668,0.01,130000,2020951
2025-11-12 09:11:10,33000,2.4332425594329834,0.42916497588157654,0.027376187965273857,0.01,130000,2020951
2025-11-12 09:24:58,33200,2.48732328414917,0.46901172399520874,0.030316058546304703,0.01,135000,2087513
2025-11-12 09:25:06,33400,2.3088183403015137,0.4818037748336792,0.022043822333216667,0.01,135000,2087513
2025-11-12 09:25:14,33600,2.15244197845459,0.40385642647743225,0.026403073221445084,0.01,135000,2087513
2025-11-12 09:25:21,33800,2.555539131164551,0.47020894289016724,0.025681618601083755,0.01,135000,2087513
2025-11-12 09:25:29,34000,2.386188507080078,0.42679062485694885,0.021890932694077492,0.01,135000,2087513
2025-11-12 09:39:34,34200,2.5310277938842773,0.4518703818321228,0.019833119586110115,0.01,140000,2155477
2025-11-12 09:39:42,34400,2.2195239067077637,0.45386263728141785,0.02281341701745987,0.01,140000,2155477
2025-11-12 09:39:50,34600,2.398674488067627,0.46560123562812805,0.032036297023296356,0.01,140000,2155477
2025-11-12 09:39:57,34800,2.508713960647583,0.5849508047103882,0.03084181249141693,0.01,140000,2155477
2025-11-12 09:40:05,35000,2.4343817234039307,0.5602045655250549,0.03625914454460144,0.01,140000,2155477
2025-11-12 09:55:12,35200,2.2156944274902344,0.42660975456237793,0.02645336464047432,0.01,145000,2230497
2025-11-12 09:55:20,35400,2.294029951095581,0.46677547693252563,0.017823636531829834,0.01,145000,2230497
2025-11-12 09:55:27,35600,2.2536468505859375,0.4493323862552643,0.030617546290159225,0.01,145000,2230497
2025-11-12 09:55:35,35800,2.435779094696045,0.49256712198257446,0.028676174581050873,0.01,145000,2230497
2025-11-12 09:55:43,36000,2.3664615154266357,0.4483424425125122,0.023110363632440567,0.01,145000,2230497
2025-11-12 10:09:36,36200,2.5224690437316895,0.43385690450668335,0.021730445325374603,0.01,150000,2297153
2025-11-12 10:09:45,36400,2.132723808288574,0.4049830734729767,0.031221207231283188,0.01,150000,2297153
2025-11-12 10:09:53,36600,2.2538392543792725,0.37794530391693115,0.030270041897892952,0.01,150000,2297153
2025-11-12 10:10:02,36800,2.204932928085327,0.4214431643486023,0.029810965061187744,0.01,150000,2297153
2025-11-12 10:10:10,37000,2.2646570205688477,0.4263096749782562,0.021257586777210236,0.01,150000,2297153
2025-11-12 10:24:16,37200,2.1677627563476562,0.5391576290130615,0.029268838465213776,0.01,155000,2367391
2025-11-12 10:24:24,37400,2.1904802322387695,0.3960495591163635,0.020113131031394005,0.01,155000,2367391
2025-11-12 10:24:32,37600,2.263200283050537,0.40335696935653687,0.022056501358747482,0.01,155000,2367391
2025-11-12 10:24:40,37800,2.3051888942718506,0.48471635580062866,0.031087234616279602,0.01,155000,2367391
2025-11-12 10:24:47,38000,2.331728219985962,0.33820539712905884,0.02684803307056427,0.01,155000,2367391
2025-11-12 10:38:29,38200,2.187851905822754,0.42757219076156616,0.027521755546331406,0.01,160000,2435149
2025-11-12 10:38:37,38400,2.142516613006592,0.4231191575527191,0.023455079644918442,0.01,160000,2435149
2025-11-12 10:38:45,38600,2.2584786415100098,0.3501708507537842,0.01960720494389534,0.01,160000,2435149
2025-11-12 10:38:52,38800,2.1380696296691895,0.5260648131370544,0.03470572829246521,0.01,160000,2435149
2025-11-12 10:39:00,39000,2.2818570137023926,0.3945195972919464,0.03736092895269394,0.01,160000,2435149
2025-11-12 11:06:49,39200,2.1892857551574707,0.32411879301071167,0.01927383616566658,0.01,155000,2365029
2025-11-12 11:06:58,39400,2.2064201831817627,0.409859836101532,0.01719866506755352,0.01,155000,2365029
2025-11-12 11:07:06,39600,2.360457420349121,0.3212255835533142,0.02722027525305748,0.01,155000,2365029
2025-11-12 11:07:14,39800,2.3414013385772705,0.4698467254638672,0.02120366320014,0.01,155000,2365029
2025-11-12 11:07:23,40000,2.3276607990264893,0.5388408899307251,0.025968249887228012,0.01,155000,2365029
2025-11-12 11:22:04,40200,2.1598148345947266,0.4441298842430115,0.019122956320643425,0.01,160000,2432031
2025-11-12 11:22:12,40400,2.237732410430908,0.3948693871498108,0.024228284135460854,0.01,160000,2432031
2025-11-12 11:22:21,40600,2.1769790649414062,0.47712576389312744,0.020984556525945663,0.01,160000,2432031
2025-11-12 11:22:29,40800,2.2835934162139893,0.391863077878952,0.011250033043324947,0.01,160000,2432031
2025-11-12 11:22:38,41000,2.0380334854125977,0.36707603931427,0.023135263472795486,0.01,160000,2432031
2025-11-12 11:36:56,41200,2.1688990592956543,0.37625646591186523,0.01639806665480137,0.01,165000,2498100
2025-11-12 11:37:04,41400,2.1299140453338623,0.34554699063301086,0.02050323411822319,0.01,165000,2498100
2025-11-12 11:37:13,41600,2.295698642730713,0.3507688343524933,0.033135559409856796,0.01,165000,2498100
2025-11-12 11:37:22,41800,1.8788681030273438,0.30592578649520874,0.02814555913209915,0.01,165000,2498100
2025-11-12 11:37:31,42000,2.2292959690093994,0.4741446375846863,0.027753574773669243,0.01,165000,2498100
2025-11-12 11:51:47,42200,2.157240390777588,0.4378269612789154,0.025819940492510796,0.01,170000,2564854
2025-11-12 11:51:55,42400,2.120546817779541,0.3333439230918884,0.015845229849219322,0.01,170000,2564854
2025-11-12 11:52:04,42600,2.207167863845825,0.42481526732444763,0.020680714398622513,0.01,170000,2564854
2025-11-12 11:52:13,42800,2.129746913909912,0.46011194586753845,0.02320341393351555,0.01,170000,2564854
2025-11-12 11:52:21,43000,2.2515597343444824,0.4474470019340515,0.03275124356150627,0.01,170000,2564854
2025-11-12 12:07:02,43200,2.173922538757324,0.3554489016532898,0.017748095095157623,0.01,175000,2633050
2025-11-12 12:07:10,43400,2.2755439281463623,0.41079339385032654,0.014717573300004005,0.01,175000,2633050
2025-11-12 12:07:19,43600,2.111541748046875,0.3811887502670288,0.02403094246983528,0.01,175000,2633050
2025-11-12 12:07:27,43800,2.211209297180176,0.42831647396087646,0.01929091289639473,0.01,175000,2633050
